Level,Div Num,Div Name,Subject,Subgroup,Number Tested,Number of Students,2023-2024 Participation Rate
Div,46,Isle of Wight County ,Reading,Female,1375,1376,99.9
Div,46,Isle of Wight County ,Science,Female,407,409,99.5
Div,46,Isle of Wight County ,Mathematics,Hispanic,203,203,100
Div,46,Isle of Wight County ,Reading,Hispanic,204,204,100
Div,46,Isle of Wight County ,Science,Hispanic,83,84,98.8
Div,46,Isle of Wight County ,Mathematics,Male,1521,1524,99.8
Div,46,Isle of Wight County ,Reading,Male,1520,1523,99.8
Div,46,Isle of Wight County ,Science,Male,441,446,98.9
Div,46,Isle of Wight County ,Mathematics,Multiple Races,243,243,100
Div,46,Isle of Wight County ,Reading,Multiple Races,243,243,100
Div,46,Isle of Wight County ,Science,Multiple Races,102,102,100
Div,46,Isle of Wight County ,Mathematics,Students with Disabilities,473,475,99.6
Div,46,Isle of Wight County ,Reading,Students with Disabilities,473,475,99.6
Div,46,Isle of Wight County ,Science,Students with Disabilities,184,191,96.3
Div,46,Isle of Wight County ,Mathematics,White,1703,1707,99.8
Div,46,Isle of Wight County ,Reading,White,1705,1707,99.9
Div,46,Isle of Wight County ,Science,White,742,748,99.2
Div,48,King George County ,Mathematics,All Students,2386,2393,99.7
Div,48,King George County ,Reading,All Students,2386,2391,99.8
Div,48,King George County ,Science,All Students,955,964,99.1
Div,48,King George County ,Mathematics,Asian,21,21,100
Div,48,King George County ,Reading,Asian,21,21,100
Div,48,King George County ,Science,Asian,0,0,0
Div,48,King George County ,Mathematics,Black,354,355,99.7
Div,48,King George County ,Reading,Black,358,359,99.7
Div,48,King George County ,Science,Black,151,154,98.1
Div,48,King George County ,Mathematics,Economically Disadvantaged,883,887,99.5
Div,48,King George County ,Reading,Economically Disadvantaged,883,886,99.7
Div,48,King George County ,Science,Economically Disadvantaged,350,354,98.9
Div,48,King George County ,Mathematics,English Learners,62,62,100
Div,48,King George County ,Reading,English Learners,58,58,100
Div,48,King George County ,Science,English Learners,16,16,100
Div,48,King George County ,Mathematics,Female,1183,1187,99.7
Div,48,King George County ,Reading,Female,1187,1189,99.8
Div,48,King George County ,Science,Female,325,325,100
Div,48,King George County ,Mathematics,Hispanic,249,250,99.6
Div,48,King George County ,Reading,Hispanic,248,249,99.6
Div,48,King George County ,Science,Hispanic,97,98,99
Div,48,King George County ,Mathematics,Male,1203,1206,99.8
Div,48,King George County ,Reading,Male,1199,1202,99.8
Div,48,King George County ,Science,Male,317,318,99.7
Div,48,King George County ,Mathematics,Multiple Races,294,294,100
Div,48,King George County ,Reading,Multiple Races,293,294,99.7
Div,48,King George County ,Science,Multiple Races,115,116,99.1
Div,48,King George County ,Mathematics,Students with Disabilities,369,369,100
Div,48,King George County ,Reading,Students with Disabilities,366,369,99.2
Div,48,King George County ,Science,Students with Disabilities,133,135,98.5
Div,48,King George County ,Mathematics,White,1460,1465,99.7
Div,48,King George County ,Reading,White,1460,1462,99.9
Div,48,King George County ,Science,White,576,580,99.3
Div,50,King William County ,Mathematics,All Students,1044,1053,99.1
Div,50,King William County ,Reading,All Students,1046,1052,99.4
Div,50,King William County ,Science,All Students,447,462,96.8
Div,50,King William County ,Mathematics,Asian,0,0,0
Div,50,King William County ,Reading,Asian,0,0,0
Div,50,King William County ,Mathematics,Black,144,146,98.6
Div,50,King William County ,Reading,Black,146,148,98.6
Div,50,King William County ,Science,Black,62,64,96.9
Div,50,King William County ,Mathematics,Economically Disadvantaged,417,424,98.3
Div,50,King William County ,Reading,Economically Disadvantaged,419,423,99.1
Div,50,King William County ,Science,Economically Disadvantaged,164,174,94.3
Div,50,King William County ,Mathematics,English Learners,25,25,100
Div,50,King William County ,Reading,English Learners,23,23,100
Div,50,King William County ,Science,English Learners,0,0,0
Div,50,King William County ,Mathematics,Female,526,528,99.6
Div,50,King William County ,Reading,Female,527,528,99.8
Div,50,King William County ,Science,Female,148,150,98.7
Div,50,King William County ,Mathematics,Hispanic,47,47,100
Div,50,King William County ,Reading,Hispanic,45,45,100
Div,50,King William County ,Science,Hispanic,22,23,95.7
Div,50,King William County ,Mathematics,Male,518,525,98.7
Div,50,King William County ,Reading,Male,519,524,99
Div,50,King William County ,Science,Male,161,171,94.2
Div,50,King William County ,Mathematics,Multiple Races,58,59,98.3
Div,50,King William County ,Reading,Multiple Races,59,59,100
Div,50,King William County ,Science,Multiple Races,23,25,92
Div,50,King William County ,Mathematics,Students with Disabilities,168,171,98.2
Div,50,King William County ,Reading,Students with Disabilities,170,171,99.4
Div,50,King William County ,Science,Students with Disabilities,75,79,94.9
Div,50,King William County ,Mathematics,White,773,779,99.2
Div,50,King William County ,Reading,White,775,779,99.5
Div,50,King William County ,Science,White,335,345,97.1
Div,49,King and Queen County ,Mathematics,All Students,443,449,98.7
Div,49,King and Queen County ,Reading,All Students,448,454,98.7
Div,49,King and Queen County ,Science,All Students,127,131,96.9
Div,49,King and Queen County ,Mathematics,Asian,11,11,100
Div,49,King and Queen County ,Reading,Asian,11,11,100
Div,49,King and Queen County ,Science,Asian,0,0,0
Div,49,King and Queen County ,Mathematics,Black,134,138,97.1
Div,49,King and Queen County ,Reading,Black,135,138,97.8
Div,49,King and Queen County ,Science,Black,36,39,92.3
Div,49,King and Queen County ,Mathematics,Economically Disadvantaged,203,205,99
Div,49,King and Queen County ,Reading,Economically Disadvantaged,205,208,98.6
Div,49,King and Queen County ,Science,Economically Disadvantaged,63,66,95.5
Div,49,King and Queen County ,Mathematics,English Learners,11,11,100
Div,49,King and Queen County ,Reading,English Learners,0,0,0
Div,49,King and Queen County ,Science,English Learners,0,0,0
Div,49,King and Queen County ,Mathematics,Female,234,237,98.7
Div,49,King and Queen County ,Reading,Female,239,240,99.6
Div,49,King and Queen County ,Science,Female,52,52,100
Div,49,King and Queen County ,Mathematics,Hispanic,32,32,100
Div,49,King and Queen County ,Reading,Hispanic,29,29,100
Div,49,King and Queen County ,Science,Hispanic,11,11,100
Div,49,King and Queen County ,Mathematics,Male,209,212,98.6
Div,49,King and Queen County ,Reading,Male,209,214,97.7
Div,49,King and Queen County ,Science,Male,45,47,95.7
Div,49,King and Queen County ,Mathematics,Multiple Races,48,49,98
Div,49,King and Queen County ,Reading,Multiple Races,52,52,100
Div,49,King and Queen County ,Science,Multiple Races,22,22,100
Div,49,King and Queen County ,Mathematics,Students with Disabilities,66,67,98.5
Div,49,King and Queen County ,Reading,Students with Disabilities,65,69,94.2
Div,49,King and Queen County ,Science,Students with Disabilities,23,25,92
Div,49,King and Queen County ,Mathematics,White,215,216,99.5
Div,49,King and Queen County ,Reading,White,218,221,98.6
Div,49,King and Queen County ,Science,White,56,57,98.2
Div,51,Lancaster County ,Mathematics,All Students,503,507,99.2
Div,51,Lancaster County ,Reading,All Students,507,510,99.4
Div,51,Lancaster County ,Science,All Students,205,208,98.6
Div,51,Lancaster County ,Mathematics,Asian,0,0,0
Div,51,Lancaster County ,Reading,Asian,0,0,0
Div,51,Lancaster County ,Science,Asian,0,0,0
Div,51,Lancaster County ,Mathematics,Black,262,264,99.2
Div,51,Lancaster County ,Reading,Black,263,264,99.6
Div,51,Lancaster County ,Science,Black,102,103,99
Div,51,Lancaster County ,Mathematics,Economically Disadvantaged,309,312,99
Div,51,Lancaster County ,Reading,Economically Disadvantaged,311,313,99.4
Div,51,Lancaster County ,Science,Economically Disadvantaged,129,131,98.5
Div,51,Lancaster County ,Mathematics,English Learners,0,0,0
Div,51,Lancaster County ,Reading,English Learners,0,0,0
Div,51,Lancaster County ,Science,English Learners,0,0,0
Div,51,Lancaster County ,Mathematics,Female,250,253,98.8
Div,51,Lancaster County ,Reading,Female,254,255,99.6
Div,51,Lancaster County ,Science,Female,74,74,100
Div,51,Lancaster County ,Mathematics,Hispanic,0,0,0
Div,51,Lancaster County ,Reading,Hispanic,10,10,100
Div,51,Lancaster County ,Science,Hispanic,0,0,0
Div,51,Lancaster County ,Mathematics,Male,253,254,99.6
Div,51,Lancaster County ,Reading,Male,253,255,99.2
Div,51,Lancaster County ,Science,Male,62,62,100
Div,51,Lancaster County ,Mathematics,Multiple Races,28,28,100
Div,51,Lancaster County ,Reading,Multiple Races,28,28,100
Div,51,Lancaster County ,Science,Multiple Races,14,14,100
Div,51,Lancaster County ,Mathematics,Students with Disabilities,77,78,98.7
Div,51,Lancaster County ,Reading,Students with Disabilities,77,79,97.5
Div,51,Lancaster County ,Science,Students with Disabilities,25,27,92.6
Div,51,Lancaster County ,Mathematics,White,199,201,99
Div,51,Lancaster County ,Reading,White,201,203,99
Div,51,Lancaster County ,Science,White,84,86,97.7
Div,52,Lee County ,Mathematics,All Students,1472,1487,99
Div,52,Lee County ,Reading,All Students,1467,1487,98.7
Div,52,Lee County ,Science,All Students,601,616,97.6
Div,52,Lee County ,Mathematics,Asian,0,0,0
Div,52,Lee County ,Reading,Asian,0,0,0
Div,52,Lee County ,Science,Asian,0,0,0
Div,52,Lee County ,Mathematics,Black,0,0,0
Div,52,Lee County ,Reading,Black,0,0,0
Div,52,Lee County ,Science,Black,0,0,0
Div,52,Lee County ,Mathematics,Economically Disadvantaged,898,905,99.2
Div,52,Lee County ,Reading,Economically Disadvantaged,893,905,98.7
Div,52,Lee County ,Science,Economically Disadvantaged,363,371,97.8
Div,52,Lee County ,Mathematics,English Learners,0,0,0
Div,52,Lee County ,Reading,English Learners,0,0,0
Div,52,Lee County ,Science,English Learners,0,0,0
Div,52,Lee County ,Mathematics,Female,710,714,99.4
Div,52,Lee County ,Reading,Female,707,714,99
Div,52,Lee County ,Science,Female,203,206,98.5
Div,52,Lee County ,Mathematics,Hispanic,19,19,100
Div,52,Lee County ,Reading,Hispanic,20,20,100
Div,52,Lee County ,Science,Hispanic,0,0,0
Div,52,Lee County ,Mathematics,Male,762,773,98.6
Div,52,Lee County ,Reading,Male,760,773,98.3
Div,52,Lee County ,Science,Male,229,229,100
Div,52,Lee County ,Mathematics,Multiple Races,22,22,100
Div,52,Lee County ,Reading,Multiple Races,23,23,100
Div,52,Lee County ,Science,Multiple Races,0,0,0
Div,52,Lee County ,Mathematics,Students with Disabilities,315,323,97.5
Div,52,Lee County ,Reading,Students with Disabilities,313,323,96.9
Div,52,Lee County ,Science,Students with Disabilities,110,121,90.9
Div,52,Lee County ,Mathematics,White,1420,1435,99
Div,52,Lee County ,Reading,White,1414,1434,98.6
Div,52,Lee County ,Science,White,582,596,97.7
Div,137,Lexington City ,Mathematics,All Students,348,348,100
Div,137,Lexington City ,Reading,All Students,340,340,100
Div,137,Lexington City ,Science,All Students,115,115,100
Div,137,Lexington City ,Mathematics,Asian,14,14,100
Div,137,Lexington City ,Reading,Asian,12,12,100
Div,137,Lexington City ,Science,Asian,0,0,0
Div,137,Lexington City ,Mathematics,Black,20,20,100
Div,137,Lexington City ,Reading,Black,21,21,100
Div,137,Lexington City ,Science,Black,0,0,0
Div,137,Lexington City ,Mathematics,Economically Disadvantaged,107,107,100
Div,137,Lexington City ,Reading,Economically Disadvantaged,101,101,100
Div,137,Lexington City ,Science,Economically Disadvantaged,41,41,100
Div,137,Lexington City ,Mathematics,English Learners,33,33,100
Div,137,Lexington City ,Reading,English Learners,25,25,100
Div,137,Lexington City ,Science,English Learners,11,11,100
Div,137,Lexington City ,Mathematics,Female,168,168,100
Div,137,Lexington City ,Reading,Female,162,162,100
Div,137,Lexington City ,Science,Female,55,55,100
Div,137,Lexington City ,Mathematics,Hispanic,25,25,100
Div,137,Lexington City ,Reading,Hispanic,19,19,100
Div,137,Lexington City ,Science,Hispanic,11,11,100
Div,137,Lexington City ,Mathematics,Male,179,179,100
Div,137,Lexington City ,Reading,Male,177,177,100
Div,137,Lexington City ,Science,Male,60,60,100
Div,137,Lexington City ,Mathematics,Multiple Races,19,19,100
Div,137,Lexington City ,Reading,Multiple Races,18,18,100
Div,137,Lexington City ,Science,Multiple Races,0,0,0
Div,137,Lexington City ,Mathematics,Students with Disabilities,23,23,100
Div,137,Lexington City ,Reading,Students with Disabilities,23,23,100
Div,137,Lexington City ,Science,Students with Disabilities,0,0,0
Div,137,Lexington City ,Mathematics,White,268,268,100
Div,137,Lexington City ,Reading,White,268,268,100
Div,137,Lexington City ,Science,White,90,90,100
Div,53,Loudoun County ,Mathematics,All Students,42275,43947,96.2
Div,53,Loudoun County ,Reading,All Students,43267,43462,99.6
Div,53,Loudoun County ,Science,All Students,18733,19046,98.4
Div,53,Loudoun County ,Mathematics,Asian,11412,11859,96.2
Div,53,Loudoun County ,Reading,Asian,11663,11701,99.7
Div,53,Loudoun County ,Science,Asian,4932,5007,98.5
Div,53,Loudoun County ,Mathematics,Black,3009,3105,96.9
Div,53,Loudoun County ,Reading,Black,3088,3104,99.5
Div,53,Loudoun County ,Science,Black,1359,1378,98.6
Div,53,Loudoun County ,Mathematics,Economically Disadvantaged,9942,10218,97.3
Div,53,Loudoun County ,Reading,Economically Disadvantaged,9790,9859,99.3
Div,53,Loudoun County ,Science,Economically Disadvantaged,4240,4321,98.1
Div,53,Loudoun County ,Mathematics,English Learners,9675,9741,99.3
Div,53,Loudoun County ,Reading,English Learners,9204,9245,99.6
Div,53,Loudoun County ,Science,English Learners,3231,3267,98.9
Div,53,Loudoun County ,Mathematics,Female,20528,21412,95.9
Div,53,Loudoun County ,Reading,Female,21078,21179,99.5
Div,53,Loudoun County ,Science,Female,6062,6093,99.5
Div,53,Loudoun County ,Mathematics,Hispanic,8031,8240,97.5
Div,53,Loudoun County ,Reading,Hispanic,7897,7944,99.4
Div,53,Loudoun County ,Science,Hispanic,3442,3490,98.6
Div,53,Loudoun County ,Mathematics,Male,21727,22513,96.5
Div,53,Loudoun County ,Reading,Male,22166,22260,99.6
Div,53,Loudoun County ,Science,Male,6412,6449,99.4
Div,53,Loudoun County ,Mathematics,Multiple Races,2498,2584,96.7
Div,53,Loudoun County ,Reading,Multiple Races,2577,2590,99.5
Div,53,Loudoun County ,Science,Multiple Races,1023,1043,98.1
Div,53,Loudoun County ,Mathematics,Students with Disabilities,5211,5313,98.1
Div,53,Loudoun County ,Reading,Students with Disabilities,5262,5315,99
Div,53,Loudoun County ,Science,Students with Disabilities,2097,2155,97.3
Div,53,Loudoun County ,Mathematics,White,16975,17801,95.4
Div,53,Loudoun County ,Reading,White,17688,17767,99.6
Div,53,Loudoun County ,Science,White,7848,7998,98.1
Div,54,Louisa County ,Mathematics,All Students,2637,2673,98.7
Div,54,Louisa County ,Reading,All Students,2627,2669,98.4
Div,54,Louisa County ,Science,All Students,1134,1159,97.8
Div,54,Louisa County ,Mathematics,Asian,24,24,100
Div,54,Louisa County ,Reading,Asian,24,24,100
Div,54,Louisa County ,Science,Asian,12,12,100
Div,54,Louisa County ,Mathematics,Black,359,366,98.1
Div,54,Louisa County ,Reading,Black,359,367,97.8
Div,54,Louisa County ,Science,Black,177,179,98.9
Div,54,Louisa County ,Mathematics,Economically Disadvantaged,1214,1239,98
Div,54,Louisa County ,Reading,Economically Disadvantaged,1210,1238,97.7
Div,54,Louisa County ,Science,Economically Disadvantaged,504,519,97.1
Div,54,Louisa County ,Mathematics,English Learners,151,153,98.7
Div,54,Louisa County ,Reading,English Learners,143,146,97.9
Div,54,Louisa County ,Science,English Learners,58,59,98.3
Div,54,Louisa County ,Mathematics,Female,1297,1312,98.9
Div,54,Louisa County ,Reading,Female,1295,1310,98.9
Div,54,Louisa County ,Science,Female,385,392,98.2
Div,54,Louisa County ,Mathematics,Hispanic,195,197,99
Div,54,Louisa County ,Reading,Hispanic,190,191,99.5
Div,54,Louisa County ,Science,Hispanic,84,85,98.8
Div,54,Louisa County ,Mathematics,Male,1340,1361,98.5
Div,54,Louisa County ,Reading,Male,1332,1359,98
Div,54,Louisa County ,Science,Male,377,385,97.9
Div,54,Louisa County ,Mathematics,Multiple Races,217,222,97.7
Div,54,Louisa County ,Reading,Multiple Races,216,221,97.7
Div,54,Louisa County ,Science,Multiple Races,81,86,94.2
Div,54,Louisa County ,Mathematics,Students with Disabilities,449,462,97.2
Div,54,Louisa County ,Reading,Students with Disabilities,451,462,97.6
Div,54,Louisa County ,Science,Students with Disabilities,204,220,92.7
Div,54,Louisa County ,Mathematics,White,1838,1859,98.9
Div,54,Louisa County ,Reading,White,1833,1861,98.5
Div,54,Louisa County ,Science,White,778,795,97.9
Div,55,Lunenburg County ,Mathematics,All Students,786,790,99.5
Div,55,Lunenburg County ,Reading,All Students,788,789,99.9
Div,55,Lunenburg County ,Science,All Students,326,331,98.5
Div,55,Lunenburg County ,Mathematics,Asian,0,0,0
Div,55,Lunenburg County ,Reading,Asian,0,0,0
Div,55,Lunenburg County ,Science,Asian,0,0,0
Div,55,Lunenburg County ,Mathematics,Black,243,246,98.8
Div,55,Lunenburg County ,Reading,Black,247,248,99.6
Div,55,Lunenburg County ,Science,Black,106,108,98.1
Div,55,Lunenburg County ,Mathematics,Economically Disadvantaged,519,522,99.4
Div,55,Lunenburg County ,Reading,Economically Disadvantaged,521,522,99.8
Div,55,Lunenburg County ,Science,Economically Disadvantaged,209,214,97.7
Div,55,Lunenburg County ,Mathematics,English Learners,99,99,100
Div,55,Lunenburg County ,Reading,English Learners,95,95,100
Div,55,Lunenburg County ,Science,English Learners,33,33,100
Div,55,Lunenburg County ,Mathematics,Female,351,353,99.4
Div,55,Lunenburg County ,Reading,Female,354,354,100
Div,55,Lunenburg County ,Science,Female,92,92,100
Div,55,Lunenburg County ,Mathematics,Hispanic,134,134,100
Div,55,Lunenburg County ,Reading,Hispanic,130,130,100
Div,55,Lunenburg County ,Science,Hispanic,47,48,97.9
Div,55,Lunenburg County ,Mathematics,Male,435,437,99.5
Div,55,Lunenburg County ,Reading,Male,434,435,99.8
Div,55,Lunenburg County ,Science,Male,115,115,100
Div,55,Lunenburg County ,Mathematics,Multiple Races,39,39,100
Div,55,Lunenburg County ,Reading,Multiple Races,39,39,100
Div,55,Lunenburg County ,Science,Multiple Races,17,17,100
Div,55,Lunenburg County ,Mathematics,Students with Disabilities,118,119,99.2
Div,55,Lunenburg County ,Reading,Students with Disabilities,118,119,99.2
Div,55,Lunenburg County ,Science,Students with Disabilities,47,48,97.9
Div,55,Lunenburg County ,Mathematics,White,365,366,99.7
Div,55,Lunenburg County ,Reading,White,367,367,100
Div,55,Lunenburg County ,Science,White,153,155,98.7
Div,115,Lynchburg City ,Mathematics,All Students,3805,3861,98.5
Div,115,Lynchburg City ,Reading,All Students,3775,3829,98.6
Div,115,Lynchburg City ,Science,All Students,1596,1651,96.7
Div,115,Lynchburg City ,Mathematics,Asian,53,54,98.1
Div,115,Lynchburg City ,Reading,Asian,52,53,98.1
Div,115,Lynchburg City ,Science,Asian,21,22,95.5
Div,115,Lynchburg City ,Mathematics,Black,1827,1855,98.5
Div,115,Lynchburg City ,Reading,Black,1822,1852,98.4
Div,115,Lynchburg City ,Science,Black,758,791,95.8
Div,115,Lynchburg City ,Mathematics,Economically Disadvantaged,2395,2436,98.3
Div,115,Lynchburg City ,Reading,Economically Disadvantaged,2395,2431,98.5
Div,115,Lynchburg City ,Science,Economically Disadvantaged,981,1023,95.9
Div,115,Lynchburg City ,Mathematics,English Learners,199,204,97.5
Div,115,Lynchburg City ,Reading,English Learners,173,175,98.9
Div,115,Lynchburg City ,Science,English Learners,69,69,100
Div,115,Lynchburg City ,Mathematics,Female,1848,1876,98.5
Div,115,Lynchburg City ,Reading,Female,1836,1862,98.6
Div,115,Lynchburg City ,Science,Female,532,539,98.7
Div,115,Lynchburg City ,Mathematics,Hispanic,331,340,97.4
Div,115,Lynchburg City ,Reading,Hispanic,310,314,98.7
Div,115,Lynchburg City ,Science,Hispanic,129,133,97
Div,115,Lynchburg City ,Mathematics,Male,1957,1985,98.6
Div,115,Lynchburg City ,Reading,Male,1939,1967,98.6
Div,115,Lynchburg City ,Science,Male,580,589,98.5
Div,115,Lynchburg City ,Mathematics,Multiple Races,384,394,97.5
Div,115,Lynchburg City ,Reading,Multiple Races,388,396,98
Div,115,Lynchburg City ,Science,Multiple Races,153,155,98.7
Div,115,Lynchburg City ,Mathematics,Students with Disabilities,524,532,98.5
Div,115,Lynchburg City ,Reading,Students with Disabilities,523,532,98.3
Div,115,Lynchburg City ,Science,Students with Disabilities,202,212,95.3
Div,115,Lynchburg City ,Mathematics,White,1202,1210,99.3
Div,115,Lynchburg City ,Reading,White,1196,1206,99.2
Div,115,Lynchburg City ,Science,White,532,547,97.3
Div,56,Madison County ,Mathematics,All Students,865,880,98.3
Div,56,Madison County ,Reading,All Students,871,877,99.3
Div,56,Madison County ,Science,All Students,388,391,99.2
Div,56,Madison County ,Mathematics,Asian,0,0,0
Div,56,Madison County ,Reading,Asian,0,0,0
Div,56,Madison County ,Science,Asian,0,0,0
Div,56,Madison County ,Mathematics,Black,59,61,96.7
Div,56,Madison County ,Reading,Black,59,61,96.7
Div,56,Madison County ,Science,Black,33,35,94.3
Div,56,Madison County ,Mathematics,Economically Disadvantaged,45,48,93.8
Div,56,Madison County ,Reading,Economically Disadvantaged,42,46,91.3
Div,56,Madison County ,Science,Economically Disadvantaged,45,46,97.8
Div,56,Madison County ,Mathematics,English Learners,30,30,100
Div,56,Madison County ,Reading,English Learners,27,27,100
Div,56,Madison County ,Science,English Learners,10,10,100
Div,56,Madison County ,Mathematics,Female,432,436,99.1
Div,56,Madison County ,Reading,Female,432,433,99.8
Div,56,Madison County ,Science,Female,121,121,100
Div,56,Madison County ,Mathematics,Hispanic,62,62,100
Div,56,Madison County ,Reading,Hispanic,59,59,100
Div,56,Madison County ,Science,Hispanic,25,25,100
Div,56,Madison County ,Mathematics,Male,433,444,97.5
Div,56,Madison County ,Reading,Male,439,444,98.9
Div,56,Madison County ,Science,Male,135,136,99.3
Div,56,Madison County ,Mathematics,Multiple Races,86,86,100
Div,56,Madison County ,Reading,Multiple Races,86,86,100
Div,56,Madison County ,Science,Multiple Races,32,32,100
Div,56,Madison County ,Mathematics,Students with Disabilities,97,100,97
Div,56,Madison County ,Reading,Students with Disabilities,96,100,96
Div,56,Madison County ,Science,Students with Disabilities,47,49,95.9
Div,56,Madison County ,Mathematics,White,650,663,98
Div,56,Madison County ,Reading,White,659,663,99.4
Div,56,Madison County ,Science,White,295,296,99.7
Div,143,Manassas City ,Mathematics,All Students,3773,3893,96.9
Div,143,Manassas City ,Reading,All Students,3780,3792,99.7
Div,143,Manassas City ,Science,All Students,1585,1619,97.9
Div,143,Manassas City ,Mathematics,Asian,123,131,93.9
Div,143,Manassas City ,Reading,Asian,128,128,100
Div,143,Manassas City ,Science,Asian,59,59,100
Div,143,Manassas City ,Mathematics,Black,341,349,97.7
Div,143,Manassas City ,Reading,Black,346,349,99.1
Div,143,Manassas City ,Science,Black,129,133,97
Div,143,Manassas City ,Mathematics,Economically Disadvantaged,1846,1894,97.5
Div,143,Manassas City ,Reading,Economically Disadvantaged,1883,1890,99.6
Div,143,Manassas City ,Science,Economically Disadvantaged,759,775,97.9
Div,143,Manassas City ,Mathematics,English Learners,2312,2318,99.7
Div,143,Manassas City ,Reading,English Learners,2211,2214,99.9
Div,143,Manassas City ,Science,English Learners,801,808,99.1
Div,143,Manassas City ,Mathematics,Female,1855,1921,96.6
Div,143,Manassas City ,Reading,Female,1867,1871,99.8
Div,143,Manassas City ,Science,Female,540,543,99.4
Div,143,Manassas City ,Mathematics,Hispanic,2673,2737,97.7
Div,143,Manassas City ,Reading,Hispanic,2632,2638,99.8
Div,143,Manassas City ,Science,Hispanic,1109,1131,98.1
Div,143,Manassas City ,Mathematics,Male,1918,1972,97.3
Div,143,Manassas City ,Reading,Male,1913,1921,99.6
Div,143,Manassas City ,Science,Male,559,560,99.8
Div,143,Manassas City ,Mathematics,Multiple Races,210,220,95.5
Div,143,Manassas City ,Reading,Multiple Races,218,220,99.1
Div,143,Manassas City ,Science,Multiple Races,86,91,94.5
Div,143,Manassas City ,Mathematics,Students with Disabilities,334,336,99.4
Div,143,Manassas City ,Reading,Students with Disabilities,336,337,99.7
Div,143,Manassas City ,Science,Students with Disabilities,151,154,98.1
Div,143,Manassas City ,Mathematics,White,414,444,93.2
Div,143,Manassas City ,Reading,White,444,445,99.8
Div,143,Manassas City ,Science,White,198,201,98.5
Div,144,Manassas Park City ,Mathematics,All Students,1725,1736,99.4
Div,144,Manassas Park City ,Reading,All Students,1671,1684,99.2
Div,144,Manassas Park City ,Science,All Students,681,712,95.6
Div,144,Manassas Park City ,Mathematics,Asian,104,105,99
Div,144,Manassas Park City ,Reading,Asian,97,97,100
Div,144,Manassas Park City ,Science,Asian,48,48,100
Div,144,Manassas Park City ,Mathematics,Black,118,118,100
Div,144,Manassas Park City ,Reading,Black,119,119,100
Div,144,Manassas Park City ,Science,Black,55,56,98.2
Div,144,Manassas Park City ,Mathematics,Economically Disadvantaged,886,892,99.3
Div,144,Manassas Park City ,Reading,Economically Disadvantaged,879,887,99.1
Div,144,Manassas Park City ,Science,Economically Disadvantaged,341,358,95.3
Div,144,Manassas Park City ,Mathematics,English Learners,946,949,99.7
Div,144,Manassas Park City ,Reading,English Learners,891,896,99.4
Div,144,Manassas Park City ,Science,English Learners,304,315,96.5
Div,144,Manassas Park City ,Mathematics,Female,821,828,99.2
Div,144,Manassas Park City ,Reading,Female,803,805,99.8
Div,144,Manassas Park City ,Science,Female,223,224,99.6
Div,144,Manassas Park City ,Mathematics,Hispanic,1231,1238,99.4
Div,144,Manassas Park City ,Reading,Hispanic,1189,1200,99.1
Div,144,Manassas Park City ,Science,Hispanic,476,500,95.2
Div,144,Manassas Park City ,Mathematics,Male,904,908,99.6
Div,144,Manassas Park City ,Reading,Male,868,879,98.7
Div,144,Manassas Park City ,Science,Male,233,239,97.5
Div,144,Manassas Park City ,Mathematics,Multiple Races,94,95,98.9
Div,144,Manassas Park City ,Reading,Multiple Races,94,95,98.9
Div,144,Manassas Park City ,Science,Multiple Races,31,34,91.2
Div,144,Manassas Park City ,Mathematics,Students with Disabilities,256,258,99.2
Div,144,Manassas Park City ,Reading,Students with Disabilities,256,259,98.8
Div,144,Manassas Park City ,Science,Students with Disabilities,102,109,93.6
Div,144,Manassas Park City ,Mathematics,White,175,177,98.9
Div,144,Manassas Park City ,Reading,White,169,170,99.4
Div,144,Manassas Park City ,Science,White,69,72,95.8
Div,116,Martinsville City ,Mathematics,All Students,888,889,99.9
Div,116,Martinsville City ,Reading,All Students,874,877,99.7
Div,116,Martinsville City ,Science,All Students,371,373,99.5
Div,116,Martinsville City ,Mathematics,Asian,0,0,0
Div,116,Martinsville City ,Reading,Asian,0,0,0
Div,116,Martinsville City ,Science,Asian,0,0,0
Div,116,Martinsville City ,Mathematics,Black,527,528,99.8
Div,116,Martinsville City ,Reading,Black,523,526,99.4
Div,116,Martinsville City ,Science,Black,232,233,99.6
Div,116,Martinsville City ,Mathematics,Economically Disadvantaged,691,692,99.9
Div,116,Martinsville City ,Reading,Economically Disadvantaged,688,691,99.6
Div,116,Martinsville City ,Science,Economically Disadvantaged,283,285,99.3
Div,116,Martinsville City ,Mathematics,English Learners,108,108,100
Div,116,Martinsville City ,Reading,English Learners,99,99,100
Div,116,Martinsville City ,Science,English Learners,29,30,96.7
Div,116,Martinsville City ,Mathematics,Female,433,433,100
Div,116,Martinsville City ,Reading,Female,428,428,100
Div,116,Martinsville City ,Science,Female,118,118,100
Div,116,Martinsville City ,Mathematics,Hispanic,143,143,100
Div,116,Martinsville City ,Reading,Hispanic,134,134,100
Div,116,Martinsville City ,Science,Hispanic,50,51,98
Div,116,Martinsville City ,Mathematics,Male,455,456,99.8
Div,116,Martinsville City ,Reading,Male,446,449,99.3
Div,116,Martinsville City ,Science,Male,133,133,100
Div,116,Martinsville City ,Mathematics,Multiple Races,55,55,100
Div,116,Martinsville City ,Reading,Multiple Races,55,55,100
Div,116,Martinsville City ,Science,Multiple Races,23,23,100
