Div Num,Div Name,Subject,Subgroup,2021-2022 Pass Rate,2022-2023 Pass Rate,2023-2024 Pass Rate
59,Middlesex County ,Mathematics,English Learners,0,63,57
59,Middlesex County ,Science,English Learners,0,0,0
59,Middlesex County ,English: Reading,Female,65,69,69
59,Middlesex County ,English: Writing,Female,57,71,81
59,Middlesex County ,History and Social Sciences,Female,57,62,66
59,Middlesex County ,Mathematics,Female,60,64,70
59,Middlesex County ,Science,Female,72,69,67
59,Middlesex County ,English: Reading,Hispanic,64,55,67
59,Middlesex County ,English: Writing,Hispanic,50,27,0
59,Middlesex County ,History and Social Sciences,Hispanic,67,45,54
59,Middlesex County ,Mathematics,Hispanic,55,64,70
59,Middlesex County ,Science,Hispanic,0,64,53
59,Middlesex County ,English: Reading,Male,68,64,70
59,Middlesex County ,English: Writing,Male,61,43,74
59,Middlesex County ,History and Social Sciences,Male,68,63,66
59,Middlesex County ,Mathematics,Male,63,70,78
59,Middlesex County ,Science,Male,80,67,72
59,Middlesex County ,English: Reading,Multiple Races,60,67,64
59,Middlesex County ,English: Writing,Multiple Races,0,0,0
59,Middlesex County ,History and Social Sciences,Multiple Races,53,56,65
59,Middlesex County ,Mathematics,Multiple Races,59,70,69
59,Middlesex County ,Science,Multiple Races,64,50,62
59,Middlesex County ,English: Reading,Students with Disabilities,29,29,33
59,Middlesex County ,English: Writing,Students with Disabilities,11,17,0
59,Middlesex County ,History and Social Sciences,Students with Disabilities,28,23,41
59,Middlesex County ,Mathematics,Students with Disabilities,27,43,41
59,Middlesex County ,Science,Students with Disabilities,38,34,28
59,Middlesex County ,English: Reading,White,71,72,73
59,Middlesex County ,English: Writing,White,63,62,88
59,Middlesex County ,History and Social Sciences,White,67,72,72
59,Middlesex County ,Mathematics,White,66,71,77
59,Middlesex County ,Science,White,80,76,76
60,Montgomery County ,English: Reading,All Students,76,76,75
60,Montgomery County ,English: Writing,All Students,65,63,52
60,Montgomery County ,History and Social Sciences,All Students,72,76,76
60,Montgomery County ,Mathematics,All Students,73,76,76
60,Montgomery County ,Science,All Students,66,70,72
60,Montgomery County ,English: Reading,Asian,93,94,93
60,Montgomery County ,English: Writing,Asian,89,77,0
60,Montgomery County ,History and Social Sciences,Asian,96,95,97
60,Montgomery County ,Mathematics,Asian,97,95,95
60,Montgomery County ,Science,Asian,90,90,88
60,Montgomery County ,English: Reading,Black,64,54,52
60,Montgomery County ,English: Writing,Black,49,39,50
60,Montgomery County ,History and Social Sciences,Black,64,55,61
60,Montgomery County ,Mathematics,Black,55,49,52
60,Montgomery County ,Science,Black,44,50,45
60,Montgomery County ,English: Reading,Economically Disadvantaged,59,58,59
60,Montgomery County ,English: Writing,Economically Disadvantaged,45,49,40
60,Montgomery County ,History and Social Sciences,Economically Disadvantaged,54,56,58
60,Montgomery County ,Mathematics,Economically Disadvantaged,55,58,60
60,Montgomery County ,Science,Economically Disadvantaged,49,50,54
60,Montgomery County ,English: Reading,English Learners,40,38,40
60,Montgomery County ,English: Writing,English Learners,17,22,20
60,Montgomery County ,History and Social Sciences,English Learners,41,57,48
60,Montgomery County ,Mathematics,English Learners,55,58,55
60,Montgomery County ,Science,English Learners,24,29,31
60,Montgomery County ,English: Reading,Female,77,78,77
60,Montgomery County ,English: Writing,Female,67,70,59
60,Montgomery County ,History and Social Sciences,Female,69,75,76
60,Montgomery County ,Mathematics,Female,72,76,76
60,Montgomery County ,Science,Female,63,68,70
60,Montgomery County ,English: Reading,Hispanic,68,65,64
60,Montgomery County ,English: Writing,Hispanic,54,46,50
60,Montgomery County ,History and Social Sciences,Hispanic,65,71,69
60,Montgomery County ,Mathematics,Hispanic,66,67,65
60,Montgomery County ,Science,Hispanic,55,59,59
60,Montgomery County ,English: Reading,Male,74,73,74
60,Montgomery County ,English: Writing,Male,62,56,46
60,Montgomery County ,History and Social Sciences,Male,74,76,75
60,Montgomery County ,Mathematics,Male,74,75,75
60,Montgomery County ,Science,Male,69,72,74
60,Montgomery County ,English: Reading,Multiple Races,79,76,72
60,Montgomery County ,English: Writing,Multiple Races,58,70,0
60,Montgomery County ,History and Social Sciences,Multiple Races,70,70,76
60,Montgomery County ,Mathematics,Multiple Races,75,78,70
60,Montgomery County ,Science,Multiple Races,68,72,68
60,Montgomery County ,English: Reading,Students with Disabilities,34,34,35
60,Montgomery County ,English: Writing,Students with Disabilities,16,12,14
60,Montgomery County ,History and Social Sciences,Students with Disabilities,28,36,34
60,Montgomery County ,Mathematics,Students with Disabilities,35,38,40
60,Montgomery County ,Science,Students with Disabilities,24,32,36
60,Montgomery County ,English: Reading,White,76,77,77
60,Montgomery County ,English: Writing,White,67,65,52
60,Montgomery County ,History and Social Sciences,White,72,77,76
60,Montgomery County ,Mathematics,White,73,77,77
60,Montgomery County ,Science,White,68,72,74
62,Nelson County ,English: Reading,All Students,68,71,72
62,Nelson County ,English: Writing,All Students,61,59,0
62,Nelson County ,History and Social Sciences,All Students,66,74,70
62,Nelson County ,Mathematics,All Students,70,73,76
62,Nelson County ,Science,All Students,68,74,69
62,Nelson County ,English: Reading,Asian,0,0,0
62,Nelson County ,English: Writing,Asian,0,,
62,Nelson County ,History and Social Sciences,Asian,0,,0
62,Nelson County ,Mathematics,Asian,0,0,0
62,Nelson County ,Science,Asian,0,0,
62,Nelson County ,English: Reading,Black,49,55,54
62,Nelson County ,English: Writing,Black,45,36,
62,Nelson County ,History and Social Sciences,Black,45,61,69
62,Nelson County ,Mathematics,Black,51,57,64
62,Nelson County ,Science,Black,44,55,42
62,Nelson County ,English: Reading,Economically Disadvantaged,59,63,63
62,Nelson County ,English: Writing,Economically Disadvantaged,50,51,0
62,Nelson County ,History and Social Sciences,Economically Disadvantaged,54,64,64
62,Nelson County ,Mathematics,Economically Disadvantaged,63,66,70
62,Nelson County ,Science,Economically Disadvantaged,55,66,59
62,Nelson County ,English: Reading,English Learners,39,46,50
62,Nelson County ,English: Writing,English Learners,0,0,
62,Nelson County ,History and Social Sciences,English Learners,45,43,53
62,Nelson County ,Mathematics,English Learners,61,65,57
62,Nelson County ,Science,English Learners,0,54,29
62,Nelson County ,English: Reading,Female,71,74,71
62,Nelson County ,English: Writing,Female,68,66,
62,Nelson County ,History and Social Sciences,Female,62,69,69
62,Nelson County ,Mathematics,Female,69,72,77
62,Nelson County ,Science,Female,65,69,66
62,Nelson County ,English: Reading,Hispanic,67,69,74
62,Nelson County ,English: Writing,Hispanic,56,58,
62,Nelson County ,History and Social Sciences,Hispanic,66,74,73
62,Nelson County ,Mathematics,Hispanic,71,75,74
62,Nelson County ,Science,Hispanic,64,72,65
62,Nelson County ,English: Reading,Male,65,68,73
62,Nelson County ,English: Writing,Male,55,53,0
62,Nelson County ,History and Social Sciences,Male,69,80,70
62,Nelson County ,Mathematics,Male,72,75,74
62,Nelson County ,Science,Male,70,79,73
62,Nelson County ,English: Reading,Multiple Races,63,75,57
62,Nelson County ,English: Writing,Multiple Races,53,0,
62,Nelson County ,History and Social Sciences,Multiple Races,45,93,75
62,Nelson County ,Mathematics,Multiple Races,71,74,66
62,Nelson County ,Science,Multiple Races,46,93,74
62,Nelson County ,English: Reading,Students with Disabilities,28,36,38
62,Nelson County ,English: Writing,Students with Disabilities,15,11,0
62,Nelson County ,History and Social Sciences,Students with Disabilities,24,40,35
62,Nelson County ,Mathematics,Students with Disabilities,32,40,42
62,Nelson County ,Science,Students with Disabilities,36,33,38
62,Nelson County ,English: Reading,White,73,74,75
62,Nelson County ,English: Writing,White,67,64,0
62,Nelson County ,History and Social Sciences,White,72,76,69
62,Nelson County ,Mathematics,White,74,76,79
62,Nelson County ,Science,White,76,77,76
63,New Kent County ,English: Reading,All Students,77,77,79
63,New Kent County ,English: Writing,All Students,74,71,81
63,New Kent County ,History and Social Sciences,All Students,70,74,79
63,New Kent County ,Mathematics,All Students,74,80,81
63,New Kent County ,Science,All Students,67,76,76
63,New Kent County ,English: Reading,Asian,62,77,75
63,New Kent County ,English: Writing,Asian,0,0,0
63,New Kent County ,History and Social Sciences,Asian,0,0,0
63,New Kent County ,Mathematics,Asian,77,85,92
63,New Kent County ,Science,Asian,0,0,0
63,New Kent County ,English: Reading,Black,68,66,66
63,New Kent County ,English: Writing,Black,70,63,63
63,New Kent County ,History and Social Sciences,Black,48,61,69
63,New Kent County ,Mathematics,Black,64,70,69
63,New Kent County ,Science,Black,54,61,55
63,New Kent County ,English: Reading,Economically Disadvantaged,64,65,69
63,New Kent County ,English: Writing,Economically Disadvantaged,63,54,74
63,New Kent County ,History and Social Sciences,Economically Disadvantaged,63,58,70
63,New Kent County ,Mathematics,Economically Disadvantaged,63,68,71
63,New Kent County ,Science,Economically Disadvantaged,49,68,62
63,New Kent County ,English: Reading,English Learners,38,31,40
63,New Kent County ,English: Writing,English Learners,40,0,0
63,New Kent County ,History and Social Sciences,English Learners,0,0,0
63,New Kent County ,Mathematics,English Learners,33,58,57
63,New Kent County ,Science,English Learners,0,0,40
63,New Kent County ,English: Reading,Female,79,79,83
63,New Kent County ,English: Writing,Female,84,80,91
63,New Kent County ,History and Social Sciences,Female,67,73,80
63,New Kent County ,Mathematics,Female,73,80,81
63,New Kent County ,Science,Female,66,73,77
63,New Kent County ,English: Reading,Hispanic,69,70,78
63,New Kent County ,English: Writing,Hispanic,70,58,90
63,New Kent County ,History and Social Sciences,Hispanic,74,74,84
63,New Kent County ,Mathematics,Hispanic,72,78,80
63,New Kent County ,Science,Hispanic,51,72,69
63,New Kent County ,English: Reading,Male,75,75,75
63,New Kent County ,English: Writing,Male,65,62,75
63,New Kent County ,History and Social Sciences,Male,72,75,79
63,New Kent County ,Mathematics,Male,75,79,80
63,New Kent County ,Science,Male,69,79,75
63,New Kent County ,English: Reading,Multiple Races,76,75,78
63,New Kent County ,English: Writing,Multiple Races,76,68,86
63,New Kent County ,History and Social Sciences,Multiple Races,73,68,80
63,New Kent County ,Mathematics,Multiple Races,76,78,76
63,New Kent County ,Science,Multiple Races,73,76,79
63,New Kent County ,English: Reading,Students with Disabilities,39,42,46
63,New Kent County ,English: Writing,Students with Disabilities,29,21,35
63,New Kent County ,History and Social Sciences,Students with Disabilities,25,33,44
63,New Kent County ,Mathematics,Students with Disabilities,37,46,51
63,New Kent County ,Science,Students with Disabilities,31,40,42
63,New Kent County ,English: Reading,White,79,79,81
63,New Kent County ,English: Writing,White,74,74,84
63,New Kent County ,History and Social Sciences,White,72,77,81
63,New Kent County ,Mathematics,White,76,81,83
63,New Kent County ,Science,White,71,80,79
117,Newport News City ,English: Reading,All Students,58,59,60
117,Newport News City ,English: Writing,All Students,50,53,56
117,Newport News City ,History and Social Sciences,All Students,44,45,47
117,Newport News City ,Mathematics,All Students,51,56,59
117,Newport News City ,Science,All Students,48,53,57
117,Newport News City ,English: Reading,Asian,77,80,78
117,Newport News City ,English: Writing,Asian,78,85,0
117,Newport News City ,History and Social Sciences,Asian,69,78,72
117,Newport News City ,Mathematics,Asian,77,83,81
117,Newport News City ,Science,Asian,72,77,82
117,Newport News City ,English: Reading,Black,51,51,54
117,Newport News City ,English: Writing,Black,41,44,47
117,Newport News City ,History and Social Sciences,Black,35,37,39
117,Newport News City ,Mathematics,Black,42,48,53
117,Newport News City ,Science,Black,37,43,49
117,Newport News City ,English: Reading,Economically Disadvantaged,50,50,52
117,Newport News City ,English: Writing,Economically Disadvantaged,40,42,0
117,Newport News City ,History and Social Sciences,Economically Disadvantaged,35,36,39
117,Newport News City ,Mathematics,Economically Disadvantaged,42,47,52
117,Newport News City ,Science,Economically Disadvantaged,39,44,49
117,Newport News City ,English: Reading,English Learners,23,23,26
117,Newport News City ,English: Writing,English Learners,3,6,0
117,Newport News City ,History and Social Sciences,English Learners,16,22,29
117,Newport News City ,Mathematics,English Learners,31,34,41
117,Newport News City ,Science,English Learners,13,17,27
117,Newport News City ,English: Reading,Female,61,62,62
117,Newport News City ,English: Writing,Female,56,58,58
117,Newport News City ,History and Social Sciences,Female,44,45,47
117,Newport News City ,Mathematics,Female,51,56,59
117,Newport News City ,Science,Female,47,52,57
117,Newport News City ,English: Reading,Hispanic,55,54,54
117,Newport News City ,English: Writing,Hispanic,50,51,59
117,Newport News City ,History and Social Sciences,Hispanic,44,46,47
117,Newport News City ,Mathematics,Hispanic,50,54,58
117,Newport News City ,Science,Hispanic,46,50,54
117,Newport News City ,English: Reading,Male,56,56,57
117,Newport News City ,English: Writing,Male,45,46,55
117,Newport News City ,History and Social Sciences,Male,44,46,47
117,Newport News City ,Mathematics,Male,50,56,60
117,Newport News City ,Science,Male,49,54,56
117,Newport News City ,English: Reading,Multiple Races,67,69,69
117,Newport News City ,English: Writing,Multiple Races,64,61,0
117,Newport News City ,History and Social Sciences,Multiple Races,58,56,60
117,Newport News City ,Mathematics,Multiple Races,60,64,69
117,Newport News City ,Science,Multiple Races,61,68,69
117,Newport News City ,English: Reading,Students with Disabilities,27,30,31
117,Newport News City ,English: Writing,Students with Disabilities,12,11,27
117,Newport News City ,History and Social Sciences,Students with Disabilities,16,19,20
117,Newport News City ,Mathematics,Students with Disabilities,27,31,35
117,Newport News City ,Science,Students with Disabilities,23,27,31
117,Newport News City ,English: Reading,White,77,77,76
117,Newport News City ,English: Writing,White,69,70,80
117,Newport News City ,History and Social Sciences,White,64,64,65
117,Newport News City ,Mathematics,White,68,74,75
117,Newport News City ,Science,White,69,73,74
118,Norfolk City ,English: Reading,All Students,61,61,61
118,Norfolk City ,English: Writing,All Students,48,49,65
118,Norfolk City ,History and Social Sciences,All Students,49,50,50
118,Norfolk City ,Mathematics,All Students,46,50,54
118,Norfolk City ,Science,All Students,47,55,58
118,Norfolk City ,English: Reading,Asian,85,84,84
118,Norfolk City ,English: Writing,Asian,85,77,84
118,Norfolk City ,History and Social Sciences,Asian,82,76,72
118,Norfolk City ,Mathematics,Asian,79,81,79
118,Norfolk City ,Science,Asian,83,82,78
118,Norfolk City ,English: Reading,Black,52,53,53
118,Norfolk City ,English: Writing,Black,38,39,56
118,Norfolk City ,History and Social Sciences,Black,37,41,41
118,Norfolk City ,Mathematics,Black,35,41,46
118,Norfolk City ,Science,Black,34,44,48
118,Norfolk City ,English: Reading,Economically Disadvantaged,52,52,54
118,Norfolk City ,English: Writing,Economically Disadvantaged,38,38,58
118,Norfolk City ,History and Social Sciences,Economically Disadvantaged,38,41,42
118,Norfolk City ,Mathematics,Economically Disadvantaged,36,41,47
118,Norfolk City ,Science,Economically Disadvantaged,35,46,49
118,Norfolk City ,English: Reading,English Learners,25,24,29
118,Norfolk City ,English: Writing,English Learners,14,12,38
118,Norfolk City ,History and Social Sciences,English Learners,23,23,21
118,Norfolk City ,Mathematics,English Learners,23,31,33
118,Norfolk City ,Science,English Learners,15,26,25
118,Norfolk City ,English: Reading,Female,64,63,64
118,Norfolk City ,English: Writing,Female,53,56,67
118,Norfolk City ,History and Social Sciences,Female,49,51,49
118,Norfolk City ,Mathematics,Female,46,50,54
118,Norfolk City ,Science,Female,46,54,57
118,Norfolk City ,English: Reading,Hispanic,58,56,57
118,Norfolk City ,English: Writing,Hispanic,52,47,68
118,Norfolk City ,History and Social Sciences,Hispanic,53,51,51
118,Norfolk City ,Mathematics,Hispanic,44,49,53
118,Norfolk City ,Science,Hispanic,46,55,54
118,Norfolk City ,English: Reading,Male,58,58,59
118,Norfolk City ,English: Writing,Male,43,42,63
118,Norfolk City ,History and Social Sciences,Male,50,50,51
118,Norfolk City ,Mathematics,Male,46,50,55
118,Norfolk City ,Science,Male,49,56,58
118,Norfolk City ,English: Reading,Multiple Races,76,71,74
118,Norfolk City ,English: Writing,Multiple Races,63,63,79
118,Norfolk City ,History and Social Sciences,Multiple Races,62,67,64
118,Norfolk City ,Mathematics,Multiple Races,58,63,63
118,Norfolk City ,Science,Multiple Races,62,70,71
118,Norfolk City ,English: Reading,Students with Disabilities,36,35,36
118,Norfolk City ,English: Writing,Students with Disabilities,13,13,24
118,Norfolk City ,History and Social Sciences,Students with Disabilities,22,23,23
118,Norfolk City ,Mathematics,Students with Disabilities,28,29,33
118,Norfolk City ,Science,Students with Disabilities,25,32,33
118,Norfolk City ,English: Reading,White,80,80,81
118,Norfolk City ,English: Writing,White,67,71,84
118,Norfolk City ,History and Social Sciences,White,75,74,73
118,Norfolk City ,Mathematics,White,69,73,76
118,Norfolk City ,Science,White,75,79,80
65,Northampton County ,English: Reading,All Students,55,55,56
65,Northampton County ,English: Writing,All Students,29,41,50
65,Northampton County ,History and Social Sciences,All Students,53,49,54
65,Northampton County ,Mathematics,All Students,44,49,43
65,Northampton County ,Science,All Students,49,54,50
65,Northampton County ,English: Reading,Asian,0,80,73
65,Northampton County ,English: Writing,Asian,0,0,0
65,Northampton County ,History and Social Sciences,Asian,0,0,0
65,Northampton County ,Mathematics,Asian,0,90,70
65,Northampton County ,Science,Asian,0,0,0
65,Northampton County ,English: Reading,Black,42,44,47
65,Northampton County ,English: Writing,Black,10,29,0
65,Northampton County ,History and Social Sciences,Black,35,38,42
65,Northampton County ,Mathematics,Black,34,39,32
65,Northampton County ,Science,Black,33,34,35
65,Northampton County ,English: Reading,Economically Disadvantaged,51,50,51
65,Northampton County ,English: Writing,Economically Disadvantaged,22,35,42
65,Northampton County ,History and Social Sciences,Economically Disadvantaged,48,41,48
65,Northampton County ,Mathematics,Economically Disadvantaged,41,44,36
65,Northampton County ,Science,Economically Disadvantaged,43,44,42
65,Northampton County ,English: Reading,English Learners,43,57,57
65,Northampton County ,English: Writing,English Learners,29,30,0
65,Northampton County ,History and Social Sciences,English Learners,50,42,55
65,Northampton County ,Mathematics,English Learners,43,54,47
65,Northampton County ,Science,English Learners,45,49,55
65,Northampton County ,English: Reading,Female,58,59,59
65,Northampton County ,English: Writing,Female,35,54,0
65,Northampton County ,History and Social Sciences,Female,60,48,54
65,Northampton County ,Mathematics,Female,46,45,40
65,Northampton County ,Science,Female,55,53,41
65,Northampton County ,English: Reading,Hispanic,53,57,59
65,Northampton County ,English: Writing,Hispanic,23,32,0
65,Northampton County ,History and Social Sciences,Hispanic,53,42,57
65,Northampton County ,Mathematics,Hispanic,47,52,49
65,Northampton County ,Science,Hispanic,50,49,56
65,Northampton County ,English: Reading,Male,53,51,53
65,Northampton County ,English: Writing,Male,24,30,0
65,Northampton County ,History and Social Sciences,Male,47,50,54
65,Northampton County ,Mathematics,Male,44,52,46
65,Northampton County ,Science,Male,44,55,56
65,Northampton County ,English: Reading,Multiple Races,67,59,50
65,Northampton County ,English: Writing,Multiple Races,0,0,
65,Northampton County ,History and Social Sciences,Multiple Races,47,0,69
65,Northampton County ,Mathematics,Multiple Races,52,61,38
65,Northampton County ,Science,Multiple Races,58,59,0
65,Northampton County ,English: Reading,Students with Disabilities,24,18,24
65,Northampton County ,English: Writing,Students with Disabilities,0,9,0
65,Northampton County ,History and Social Sciences,Students with Disabilities,24,32,16
65,Northampton County ,Mathematics,Students with Disabilities,24,25,22
65,Northampton County ,Science,Students with Disabilities,27,19,39
65,Northampton County ,English: Reading,White,72,70,66
65,Northampton County ,English: Writing,White,53,65,0
65,Northampton County ,History and Social Sciences,White,72,71,65
65,Northampton County ,Mathematics,White,56,59,53
65,Northampton County ,Science,White,73,78,65
66,Northumberland County ,English: Reading,All Students,74,71,71
66,Northumberland County ,English: Writing,All Students,45,58,
66,Northumberland County ,History and Social Sciences,All Students,57,61,61
66,Northumberland County ,Mathematics,All Students,71,74,75
66,Northumberland County ,Science,All Students,61,68,60
66,Northumberland County ,English: Reading,Asian,0,0,0
66,Northumberland County ,English: Writing,Asian,0,0,
66,Northumberland County ,History and Social Sciences,Asian,0,0,0
66,Northumberland County ,Mathematics,Asian,0,0,0
66,Northumberland County ,Science,Asian,0,0,0
66,Northumberland County ,English: Reading,Black,65,65,64
66,Northumberland County ,English: Writing,Black,25,49,
66,Northumberland County ,History and Social Sciences,Black,43,47,50
66,Northumberland County ,Mathematics,Black,58,64,67
66,Northumberland County ,Science,Black,47,49,47
66,Northumberland County ,English: Reading,Economically Disadvantaged,66,65,67
66,Northumberland County ,English: Writing,Economically Disadvantaged,30,49,
66,Northumberland County ,History and Social Sciences,Economically Disadvantaged,47,55,54
66,Northumberland County ,Mathematics,Economically Disadvantaged,60,70,70
66,Northumberland County ,Science,Economically Disadvantaged,50,60,52
66,Northumberland County ,English: Reading,English Learners,64,55,52
66,Northumberland County ,English: Writing,English Learners,0,0,
66,Northumberland County ,History and Social Sciences,English Learners,0,73,64
66,Northumberland County ,Mathematics,English Learners,75,81,59
66,Northumberland County ,Science,English Learners,70,0,42
66,Northumberland County ,English: Reading,Female,77,72,73
66,Northumberland County ,English: Writing,Female,54,67,
66,Northumberland County ,History and Social Sciences,Female,57,61,64
66,Northumberland County ,Mathematics,Female,70,72,76
66,Northumberland County ,Science,Female,62,61,61
66,Northumberland County ,English: Reading,Hispanic,73,64,62
66,Northumberland County ,English: Writing,Hispanic,63,46,
66,Northumberland County ,History and Social Sciences,Hispanic,68,67,48
66,Northumberland County ,Mathematics,Hispanic,72,78,74
66,Northumberland County ,Science,Hispanic,64,71,57
66,Northumberland County ,English: Reading,Male,71,71,69
66,Northumberland County ,English: Writing,Male,37,48,
66,Northumberland County ,History and Social Sciences,Male,58,61,58
66,Northumberland County ,Mathematics,Male,71,75,74
66,Northumberland County ,Science,Male,61,74,60
66,Northumberland County ,English: Reading,Multiple Races,64,70,61
66,Northumberland County ,English: Writing,Multiple Races,0,0,
66,Northumberland County ,History and Social Sciences,Multiple Races,38,67,65
66,Northumberland County ,Mathematics,Multiple Races,67,65,73
66,Northumberland County ,Science,Multiple Races,30,67,40
66,Northumberland County ,English: Reading,Students with Disabilities,34,36,39
66,Northumberland County ,English: Writing,Students with Disabilities,3,8,
66,Northumberland County ,History and Social Sciences,Students with Disabilities,23,28,33
66,Northumberland County ,Mathematics,Students with Disabilities,36,45,38
66,Northumberland County ,Science,Students with Disabilities,20,34,30
66,Northumberland County ,English: Reading,White,83,78,80
66,Northumberland County ,English: Writing,White,59,65,
66,Northumberland County ,History and Social Sciences,White,71,73,73
66,Northumberland County ,Mathematics,White,82,82,83
66,Northumberland County ,Science,White,74,82,79
119,Norton City ,English: Reading,All Students,81,80,83
119,Norton City ,English: Writing,All Students,72,77,91
119,Norton City ,History and Social Sciences,All Students,83,76,69
119,Norton City ,Mathematics,All Students,79,82,78
119,Norton City ,Science,All Students,82,83,77
119,Norton City ,English: Reading,Asian,0,0,0
119,Norton City ,English: Writing,Asian,,0,
119,Norton City ,History and Social Sciences,Asian,0,0,0
119,Norton City ,Mathematics,Asian,0,0,0
119,Norton City ,Science,Asian,,0,0
119,Norton City ,English: Reading,Black,67,79,65
119,Norton City ,English: Writing,Black,0,0,0
119,Norton City ,History and Social Sciences,Black,0,0,0
119,Norton City ,Mathematics,Black,88,60,56
119,Norton City ,Science,Black,0,69,0
119,Norton City ,English: Reading,Economically Disadvantaged,77,78,78
119,Norton City ,English: Writing,Economically Disadvantaged,69,72,91
119,Norton City ,History and Social Sciences,Economically Disadvantaged,82,72,65
119,Norton City ,Mathematics,Economically Disadvantaged,74,77,75
119,Norton City ,Science,Economically Disadvantaged,81,77,72
119,Norton City ,English: Reading,English Learners,0,0,0
119,Norton City ,History and Social Sciences,English Learners,0,0,0
119,Norton City ,Mathematics,English Learners,0,0,0
119,Norton City ,Science,English Learners,0,0,0
119,Norton City ,English: Reading,Female,83,81,84
119,Norton City ,English: Writing,Female,73,74,97
119,Norton City ,History and Social Sciences,Female,77,71,68
119,Norton City ,Mathematics,Female,78,81,77
119,Norton City ,Science,Female,82,80,75
119,Norton City ,English: Reading,Hispanic,0,0,0
119,Norton City ,English: Writing,Hispanic,0,0,0
119,Norton City ,History and Social Sciences,Hispanic,0,0,0
119,Norton City ,Mathematics,Hispanic,0,0,80
119,Norton City ,Science,Hispanic,0,0,0
119,Norton City ,English: Reading,Male,77,77,82
119,Norton City ,English: Writing,Male,72,83,85
119,Norton City ,History and Social Sciences,Male,91,82,71
119,Norton City ,Mathematics,Male,80,83,79
119,Norton City ,Science,Male,82,87,78
119,Norton City ,English: Reading,Multiple Races,68,70,77
119,Norton City ,English: Writing,Multiple Races,0,0,0
119,Norton City ,History and Social Sciences,Multiple Races,67,46,60
119,Norton City ,Mathematics,Multiple Races,70,84,76
119,Norton City ,Science,Multiple Races,81,67,57
119,Norton City ,English: Reading,Students with Disabilities,53,55,63
119,Norton City ,English: Writing,Students with Disabilities,0,0,0
119,Norton City ,History and Social Sciences,Students with Disabilities,70,39,38
119,Norton City ,Mathematics,Students with Disabilities,53,57,50
119,Norton City ,Science,Students with Disabilities,57,57,48
119,Norton City ,English: Reading,White,82,80,84
119,Norton City ,English: Writing,White,73,77,94
119,Norton City ,History and Social Sciences,White,84,79,71
119,Norton City ,Mathematics,White,79,82,79
119,Norton City ,Science,White,82,85,79
67,Nottoway County ,English: Reading,All Students,65,63,63
67,Nottoway County ,English: Writing,All Students,47,52,55
67,Nottoway County ,History and Social Sciences,All Students,51,52,52
67,Nottoway County ,Mathematics,All Students,52,53,50
67,Nottoway County ,Science,All Students,49,48,49
67,Nottoway County ,English: Reading,Asian,0,0,0
67,Nottoway County ,English: Writing,Asian,0,0,
67,Nottoway County ,History and Social Sciences,Asian,0,0,0
67,Nottoway County ,Mathematics,Asian,0,0,0
67,Nottoway County ,Science,Asian,0,0,0
67,Nottoway County ,English: Reading,Black,56,52,52
67,Nottoway County ,English: Writing,Black,31,40,49
67,Nottoway County ,History and Social Sciences,Black,37,43,42
67,Nottoway County ,Mathematics,Black,40,40,37
67,Nottoway County ,Science,Black,34,34,42
67,Nottoway County ,English: Reading,Economically Disadvantaged,60,59,58
67,Nottoway County ,English: Writing,Economically Disadvantaged,38,46,56
67,Nottoway County ,History and Social Sciences,Economically Disadvantaged,44,48,49
67,Nottoway County ,Mathematics,Economically Disadvantaged,46,47,46
67,Nottoway County ,Science,Economically Disadvantaged,43,41,44
67,Nottoway County ,English: Reading,English Learners,44,40,38
67,Nottoway County ,English: Writing,English Learners,25,0,
67,Nottoway County ,History and Social Sciences,English Learners,44,44,45
67,Nottoway County ,Mathematics,English Learners,54,46,40
67,Nottoway County ,Science,English Learners,29,20,19
67,Nottoway County ,English: Reading,Female,68,66,64
67,Nottoway County ,English: Writing,Female,53,54,60
67,Nottoway County ,History and Social Sciences,Female,52,49,49
67,Nottoway County ,Mathematics,Female,55,53,52
67,Nottoway County ,Science,Female,50,45,45
67,Nottoway County ,English: Reading,Hispanic,64,61,61
67,Nottoway County ,English: Writing,Hispanic,42,46,0
67,Nottoway County ,History and Social Sciences,Hispanic,73,51,61
67,Nottoway County ,Mathematics,Hispanic,62,56,54
67,Nottoway County ,Science,Hispanic,50,40,47
67,Nottoway County ,English: Reading,Male,62,61,61
67,Nottoway County ,English: Writing,Male,42,49,47
67,Nottoway County ,History and Social Sciences,Male,49,56,56
67,Nottoway County ,Mathematics,Male,50,52,49
67,Nottoway County ,Science,Male,49,51,53
67,Nottoway County ,English: Reading,Multiple Races,67,69,77
67,Nottoway County ,English: Writing,Multiple Races,64,77,0
67,Nottoway County ,History and Social Sciences,Multiple Races,48,57,58
67,Nottoway County ,Mathematics,Multiple Races,61,58,55
67,Nottoway County ,Science,Multiple Races,67,57,55
67,Nottoway County ,English: Reading,Students with Disabilities,30,40,35
67,Nottoway County ,English: Writing,Students with Disabilities,8,20,0
67,Nottoway County ,History and Social Sciences,Students with Disabilities,13,20,27
67,Nottoway County ,Mathematics,Students with Disabilities,23,30,27
67,Nottoway County ,Science,Students with Disabilities,12,30,24
67,Nottoway County ,English: Reading,White,76,77,74
67,Nottoway County ,English: Writing,White,64,63,67
67,Nottoway County ,History and Social Sciences,White,63,62,61
67,Nottoway County ,Mathematics,White,62,68,65
67,Nottoway County ,Science,White,68,67,60
